isFake,userBiographyLength,userFollowerCount,userFollowingCount,userHasProfilPic,userIsPrivate,userMediaCount,usernameDigitCount,usernameLength
0,94,81,3283,0,1,577,3,11
0,113,65,2791,0,1,543,3,11
1,129,66,3710,0,1,600,4,12
1,105,76,3474,0,1,407,3,11
1,120,68,4088,0,0,320,3,8
0,89,108,3808,0,0,707,3,7
0,74,77,4562,0,0,469,3,8
1,84,91,3409,0,0,373,4,8
1,117,96,4326,0,0,217,4,17
1,73,84,2854,0,0,349,3,10
1,76,121,3773,0,1,375,3,12
0,63,83,2857,0,0,240,3,16
0,70,65,4466,0,0,259,3,17
1,1,79,2933,0,1,202,3,14
1,34,108,4002,0,1,692,4,17
0,1,84,5479,0,0,414,3,14
0,1,96,3697,0,1,187,3,10
0,1,84,6239,0,0,341,3,8
0,1,47,4074,0,1,189,4,11
0,92,1693,4651,0,1,39,5,9
0,85,1409,5391,0,1,52,5,7
1,120,1337,5691,0,1,66,6,9
0,65,1283,4546,0,1,75,5,10
0,98,1286,4321,0,1,70,6,8
1,82,1547,2928,0,1,68,6,9
0,1,82,4701,0,0,337,3,11
0,60,51,3898,0,1,240,3,6
1,1,104,5889,0,0,195,3,17
1,65,2606,3430,0,0,44,6,8
0,23,1372,3225,0,0,46,5,16
0,1,58,5191,0,0,166,3,17
1,63,51,3166,0,1,162,4,8
1,135,1408,3706,0,0,97,5,10
1,72,1753,3514,0,0,79,5,10
1,60,110,5261,0,1,164,3,10
0,69,73,6052,0,1,242,4,10
1,131,56,2959,0,1,174,4,10
0,96,76,3769,0,1,174,3,10
0,57,90,2978,0,0,315,3,10
0,51,1544,5470,0,1,67,5,10
1,133,1433,2949,0,0,58,5,13
0,23,1526,3524,0,0,37,5,7
0,3,40,2982,0,1,74,6,11
0,1,1603,6731,0,1,40,5,20
1,85,1355,4070,0,1,20,6,8
0,20,1509,6144,0,0,55,5,10
1,17,1399,3607,0,0,84,5,9
1,117,53,3980,0,1,170,3,11
0,115,109,4086,0,1,262,3,11
1,53,1313,3062,0,0,46,6,11
1,1,1409,4841,0,0,38,5,11
0,70,103,4540,0,0,191,4,6
1,49,2131,4591,0,0,89,5,12
1,44,2172,5288,0,0,100,5,12
1,60,55,3991,0,0,186,3,8
1,104,88,3852,0,0,266,4,9
1,59,59,5821,0,0,235,3,9
0,80,115,5930,0,0,221,3,9
1,67,82,4877,0,0,213,4,8
1,113,67,3909,0,0,186,3,7
1,1,1232,5158,0,0,87,5,10
0,68,75,4870,0,0,43,5,17
1,32,1520,6836,0,1,96,6,5
0,37,1317,4164,0,1,31,5,9
1,31,1242,5798,0,1,61,5,8
1,25,1269,3817,0,1,68,5,12
0,136,1550,4869,0,0,33,6,9
0,28,96,3047,0,1,664,3,6
0,103,1523,2934,0,1,23,6,11
0,3,9,2887,0,0,84,5,14
0,94,87,6705,0,1,210,3,18
0,30,97,4785,0,1,434,3,9
1,33,2296,4099,0,0,20,6,8
1,107,69,4441,0,1,39,6,8
1,40,1663,3255,0,0,20,5,5
0,24,83,5164,0,1,526,3,11
0,23,91,2807,0,1,349,3,13
1,23,87,3547,0,1,355,4,11
1,22,73,3332,0,1,422,4,11
1,96,97,4497,0,0,301,3,11
0,57,49,5534,0,0,233,3,12
1,86,109,4418,0,0,240,3,12
1,56,90,3231,0,0,186,3,11
0,127,85,3137,0,0,172,4,11
0,112,1258,3614,0,0,33,6,12
0,29,2579,2640,0,1,37,5,10
1,126,93,5148,0,0,42,5,10
0,42,1643,2853,0,0,32,5,6
0,32,1221,3573,0,0,62,6,12
0,51,1846,2615,0,1,59,6,10
1,53,43,2648,0,0,136,5,15
1,91,9,3067,0,1,359,3,13
1,69,25,3975,0,1,337,4,12
1,99,95,2707,0,0,36,5,14
1,59,15,3640,0,1,45,6,9
1,56,1189,3588,0,0,85,6,10
0,116,1173,4741,0,0,55,6,10
0,72,42,4560,0,1,42,5,11
1,87,1155,3732,0,0,38,5,12
0,62,4,5173,0,0,666,3,9
1,1,105,4541,0,1,478,2,11
0,46,74,5335,0,0,339,3,8
1,54,34,3941,0,0,380,3,10
1,77,38,4694,0,0,39,6,8
0,108,21,6163,0,0,38,5,8
0,44,80,3416,0,0,574,4,5
0,63,75,2627,0,0,312,3,11
0,39,1247,3810,0,0,55,5,15
0,31,98,4103,0,1,39,5,12
0,21,69,3118,0,1,45,5,12
1,40,76,5415,0,0,631,4,14
0,24,1203,3756,0,1,25,5,11
0,40,63,4174,0,0,490,4,9
0,22,51,3678,0,0,426,3,8
0,13,1625,3867,0,1,71,5,9
0,4,2003,2871,0,1,90,5,7
0,1,90,3771,0,1,214,2,11
0,42,51,3090,0,0,346,4,10
1,1,68,5576,0,1,285,1,10
0,113,8,3601,0,0,403,4,12
0,135,0,4514,0,1,168,3,7
1,45,85,3639,0,1,265,3,8
0,53,84,4910,0,1,289,3,7
1,3,1483,4846,0,0,40,5,9
1,32,112,3847,0,0,33,6,6
0,46,96,3025,0,0,462,4,13
1,45,19,2564,0,0,625,5,12
0,54,93,3473,0,0,458,3,15
0,94,34,5533,0,1,259,3,14
1,27,81,3776,0,0,26,5,9
0,43,95,6024,0,1,277,3,14
0,23,62,5137,0,1,269,4,14
1,7,1298,4746,0,0,83,6,11
0,77,1205,7231,0,1,45,5,11
0,18,73,3465,0,1,284,3,8
1,12,2315,3697,0,1,72,5,15
0,14,1338,3569,0,1,57,5,15
0,1,114,2568,0,0,42,5,11
0,34,94,4238,0,0,28,5,11
0,28,91,4689,0,0,27,6,11
0,26,85,3509,0,1,242,3,10
0,1,70,5776,0,0,144,4,14
1,118,103,7071,0,1,348,4,9
0,27,76,2674,0,0,656,4,5
1,19,36,4176,0,1,50,5,14
0,91,1172,6758,0,0,48,5,9
0,1,59,5566,0,0,190,1,9
1,1,94,5148,0,0,187,1,7
1,2,72,2863,0,1,42,5,11
0,38,61,5887,0,1,239,3,12
1,18,109,6173,0,1,183,4,11
1,1,89,4048,0,0,221,2,13
1,15,102,3499,0,1,696,3,19
0,61,24,4812,0,0,265,4,6
0,22,1202,7384,0,0,35,5,11
0,82,38,5206,0,0,241,3,6
0,2,69,3389,0,1,583,3,17
0,129,59,7446,0,1,429,4,12
0,2,1350,7170,0,0,40,5,9
0,1,50,3008,0,0,142,3,11
0,1,88,3519,0,1,139,1,17
1,21,105,5877,0,0,491,3,12
1,62,74,7352,0,1,53,5,7
0,2,1269,4102,0,0,20,5,5
0,138,53,6480,0,0,646,4,10
0,123,85,6877,0,0,51,6,9
1,96,56,4067,0,0,146,3,19
1,52,29,3042,0,0,38,6,12
0,50,47,4893,0,0,267,3,7
0,50,70,2945,0,0,168,3,9
0,124,131,4252,0,1,445,3,10
1,51,85,2584,0,0,45,6,14
1,1,44,5070,0,1,134,3,14
0,1,45,5241,0,1,131,4,8
0,16,97,3078,0,0,33,6,14
1,36,115,2748,0,0,267,4,7
1,27,61,3250,0,0,190,4,9
1,2,14,4937,0,1,46,5,19
1,30,55,3864,0,0,272,3,10
1,51,121,4709,0,0,182,3,9
1,28,6,5640,0,1,454,3,12
0,49,0,2755,0,1,666,3,12
0,19,64,3142,0,0,184,4,11
1,21,87,5389,0,0,184,4,12
1,38,110,3571,0,0,176,3,13
0,42,102,3890,0,0,303,4,11
0,47,59,2836,0,0,232,4,11
1,148,64,2075,0,0,556,5,10
0,1,115,3233,0,1,83,3,8
1,118,92,1887,0,1,682,5,9
0,74,47,1868,0,0,480,5,9
1,63,52,2476,0,0,322,5,12
1,1,74,7244,0,1,209,1,9
1,6,113,3735,0,1,702,3,14
1,1,60,2396,0,0,191,5,9
1,56,43,6983,0,1,33,6,14
0,91,70,2146,0,1,196,6,9
0,81,49,2163,0,0,205,5,10
0,140,54,3272,0,1,90,4,16
1,56,67,4276,0,1,112,3,16
1,136,102,6910,0,1,225,4,9
0,122,101,2347,0,1,277,6,13
0,8,1454,7162,0,1,25,6,15
0,93,73,1733,0,1,243,6,13
0,114,83,1668,0,1,303,6,13
0,1,57,4839,0,1,72,3,11
1,19,13,3298,0,1,683,3,9
1,22,155,5000,0,0,81,5,6
0,33,45,1768,0,0,492,5,13
0,20,18,3833,0,0,421,4,17
0,18,89,2335,0,0,467,6,9
1,27,98,3574,0,1,153,3,18
0,1,120,7337,0,0,366,1,12
1,105,23,2529,0,0,407,5,12
1,106,74,6757,0,0,183,3,9
0,33,2538,2566,0,0,92,6,7
0,84,52,6701,0,0,189,4,10
0,1,69,6884,0,0,272,1,13
1,1,26,3029,0,1,225,2,12
0,25,41,5742,0,0,490,3,11
0,1,38,6260,0,1,251,1,12
1,61,68,2868,0,1,322,2,20
1,1,1753,3285,0,1,27,2,16
0,127,55,3399,0,1,544,1,18
1,144,76,3896,0,1,408,1,18
0,4,66,3136,0,1,308,3,14
1,60,49,6859,0,0,247,3,11
0,86,94,6870,0,0,165,4,11
0,140,55,7034,0,0,193,4,12
1,26,27,5711,0,0,343,4,8
0,2,107,4641,0,1,244,3,8
1,27,108,6903,0,0,626,3,8
0,10,93,6586,0,0,74,6,15
0,4,82,4444,0,0,323,3,7
0,1,53,3001,0,0,117,3,11
0,12,71,3957,0,1,300,3,12
1,1,102,2046,0,1,114,5,7
1,48,24,3698,0,0,348,3,12
0,33,39,4428,0,0,423,4,11
0,1,1796,4199,0,1,33,2,17
0,1,44,2767,0,0,128,2,16
1,1,74,2904,0,0,62,3,10
0,29,7,3347,0,1,171,3,10
0,2,76,5449,0,0,450,3,11
0,47,85,2954,0,1,538,2,20
1,80,91,1638,0,0,85,6,19
0,1,55,3185,0,0,74,4,11
0,19,19,4091,0,0,612,4,7
0,20,33,3549,0,0,342,3,8
0,102,1127,2793,0,1,21,5,6
1,1,69,4394,0,0,97,2,19
1,66,64,4406,0,0,385,2,16
1,62,62,3660,0,0,648,2,16
1,65,69,3291,0,1,324,2,9
0,96,87,3849,0,1,451,2,8
0,59,92,3615,0,1,510,2,9
0,146,148,1978,0,0,265,5,9
1,95,80,3864,0,1,587,1,9
0,63,80,3802,0,1,486,1,9
1,1,1291,4266,0,0,43,1,16
0,1,1248,4646,0,1,79,2,10
1,75,1129,3704,0,0,61,5,6
0,7,93,3268,0,1,371,2,19
0,1,1476,3422,0,0,86,1,17
0,132,70,5027,0,1,478,2,14
1,1,1346,3707,0,1,79,1,11
1,110,88,3569,0,1,699,1,14
1,93,92,2777,0,1,441,2,11
1,84,73,3877,0,1,519,2,13
1,1,72,6495,0,1,161,4,8
0,121,26,6973,0,1,258,3,11
1,46,40,4176,0,0,167,3,16
1,75,51,3169,0,1,158,3,9
0,1,50,5642,0,0,156,1,9
1,1,78,4287,0,0,156,1,9
1,110,54,3363,0,1,141,4,7
0,1,2320,4406,0,0,52,2,6
1,72,56,5413,0,0,507,2,8
1,109,102,4370,0,0,369,1,5
1,64,59,3321,0,1,156,3,14
1,37,80,5606,0,0,409,1,18
0,75,92,4858,0,0,667,2,10
0,126,77,3448,0,0,593,2,10
1,123,66,4724,0,0,340,1,9
1,54,50,4784,0,0,525,1,8
0,134,81,4670,0,0,479,1,8
0,56,46,2921,0,0,430,1,10
0,46,61,4559,0,1,684,2,8
0,117,57,3580,0,0,161,3,9
1,49,90,6240,0,1,551,1,7
1,1,147,4741,0,1,541,4,11
0,99,71,5107,0,0,143,3,10
0,57,119,5033,0,0,564,1,6
0,59,46,3356,0,0,340,2,14
1,26,92,2828,0,1,226,2,20
0,92,83,5126,0,0,323,1,14
1,78,68,4238,0,0,409,1,14
1,33,53,3991,0,1,167,2,17
0,1,1342,3582,0,0,50,3,9
0,2,80,4390,0,0,291,4,11
1,40,68,2864,0,1,374,1,14
0,49,70,5760,0,1,363,1,14
0,44,48,4086,0,1,215,1,17
0,135,2088,5285,0,1,31,4,17
1,41,56,6045,0,0,236,3,15
1,21,94,3924,0,0,422,1,19
1,47,1129,4707,0,0,76,6,10
0,66,1336,4428,0,1,87,3,19
1,58,2331,2929,0,1,61,3,18
0,1,2061,4523,0,0,86,2,10
1,83,55,3811,0,0,584,2,13
0,64,56,4016,0,0,564,2,13
1,83,74,2884,0,0,622,2,12
0,36,54,5238,0,1,319,2,13
0,22,46,3670,0,1,461,2,11
0,34,44,3590,0,1,319,2,11
1,25,72,4162,0,1,418,2,12
0,13,99,2693,0,0,26,5,17
1,130,68,4159,0,0,140,3,11
0,60,75,6348,0,0,469,1,13
1,124,72,4179,0,0,545,1,11
0,144,97,4660,0,0,627,1,11
1,144,115,4976,0,0,324,1,11
0,35,60,3101,0,1,554,1,11
0,82,55,2548,0,1,478,3,11
1,19,77,7448,0,0,381,3,11
0,1,78,2969,0,1,77,2,8
1,118,106,4244,0,0,256,1,17
1,132,72,5396,0,0,192,2,16
0,127,54,3548,0,0,217,2,16
1,99,94,2314,0,1,75,5,7
1,8,24,6792,0,1,33,6,11
1,20,1134,4560,0,1,37,5,10
0,46,73,3303,0,1,136,4,16
1,1,97,4537,0,1,57,2,11
1,92,103,1675,0,0,103,6,8
1,58,49,3777,0,1,65,3,8
0,56,77,5121,0,1,61,3,8
0,106,67,3940,0,1,62,3,8
0,65,97,2281,0,0,110,5,11
0,113,1754,2266,0,1,66,5,17
1,34,55,7126,0,0,163,3,9
0,1,2470,4841,0,1,23,2,13
0,22,1451,2413,0,1,61,6,18
1,43,105,6761,0,0,193,3,10
0,119,63,1571,0,0,77,6,11
1,1,1319,2266,0,1,62,5,9
0,30,59,3729,0,1,109,4,20
0,45,109,5501,0,0,412,2,7
0,1,1487,2123,0,1,68,5,12
1,74,1106,7242,0,0,69,5,12
0,127,45,6746,0,0,321,2,17
1,100,1364,2418,0,1,21,6,6
1,51,49,3126,0,0,639,1,9
1,1,2036,1826,0,1,82,5,11
0,94,1017,5748,0,0,43,6,16
1,66,70,3778,0,1,201,2,6
0,146,108,3913,0,1,129,4,11
1,59,1482,2475,0,1,28,5,9
1,128,99,3547,0,1,249,2,9
1,92,60,5276,0,1,206,2,7
1,76,62,4499,0,1,273,2,7
0,38,73,4510,0,1,94,3,16
0,30,68,4936,0,1,59,3,16
0,105,1825,4049,0,1,46,3,8
1,116,1570,3722,0,1,43,4,10
0,107,1636,3669,0,1,42,3,10
0,86,1651,3227,0,1,52,3,7
0,110,1542,4223,0,1,30,3,5
1,1,117,5372,0,1,96,1,8
0,26,61,2756,0,0,705,2,14
0,98,1323,1931,0,0,70,6,9
0,145,1375,1984,0,0,90,6,9
0,78,95,3712,0,1,262,2,10
0,61,48,6331,0,1,259,2,10
1,75,46,3641,0,1,181,2,10
0,1,2449,2895,0,0,23,2,18
1,62,1284,1593,0,1,48,5,11
1,58,112,6240,0,0,125,3,5
1,30,59,5686,0,0,419,2,9
0,136,46,6230,0,1,246,1,7
1,44,33,5404,0,0,212,3,12
0,21,34,3211,0,0,297,3,11
0,49,25,2702,0,0,457,4,9
1,1,37,7163,0,0,180,1,12
0,48,150,5895,0,1,45,5,11
0,127,1671,1718,0,0,63,6,11
0,49,1417,1555,0,1,37,5,6
1,83,30,3584,0,1,141,3,10
0,29,1091,4154,0,0,50,6,10
1,25,65,4693,0,0,374,1,9
0,50,1560,2219,0,1,78,6,9
0,114,53,5182,0,1,55,3,12
0,82,57,5614,0,1,65,4,11
0,117,106,4151,0,1,95,3,11
0,147,58,4487,0,1,81,3,12
0,67,92,5724,0,1,108,4,13
0,112,2531,5051,0,0,35,3,18
1,37,100,3559,0,0,594,2,10
0,24,100,3830,0,0,461,2,10
0,26,68,3015,0,0,590,2,10
1,16,118,4078,0,0,179,3,11
0,42,1382,2392,0,1,55,5,10
1,116,44,2595,0,1,95,3,8
1,32,1067,4603,0,0,87,6,8
1,28,2084,6274,0,1,69,3,19
1,72,63,3551,0,0,118,3,7
0,115,95,4301,0,0,128,3,9
0,40,81,4802,0,0,617,1,10
0,74,81,3040,0,0,123,4,10
1,1,18,2615,0,0,371,1,12
0,106,123,4464,0,1,172,2,8
0,32,1573,1871,0,0,22,5,12
0,70,75,3484,0,0,95,4,6
0,60,107,4290,0,0,57,4,5
1,132,51,2754,0,0,60,4,6
0,3,42,3958,0,1,29,5,8
0,123,112,4317,0,1,230,2,14
1,124,1015,3257,0,0,97,6,10
0,51,96,3137,0,0,324,2,12
1,32,103,3628,0,0,428,2,11
1,23,87,5821,0,0,669,2,11
0,146,1499,3274,0,1,58,4,9
0,26,1298,1957,0,1,25,6,10
1,90,101,4210,0,1,54,4,7
1,40,60,3845,0,0,475,1,12
0,37,63,3581,0,0,328,1,12
1,25,64,3501,0,0,606,1,13
0,1,1945,2628,0,1,41,2,7
1,1,81,3480,0,0,131,1,10
0,89,108,4908,0,0,84,4,9
0,67,95,5427,0,0,62,4,10
0,109,56,3853,0,0,74,3,10
1,112,1387,4087,0,0,89,3,16
0,33,79,5966,0,1,153,3,6
0,68,95,3876,0,1,280,2,13
1,113,67,3304,0,1,187,2,13
1,105,82,4185,0,1,236,2,11
1,94,62,5570,0,1,235,2,11
0,78,1276,4982,0,1,35,4,11
1,123,2365,3063,0,1,49,3,12
0,33,56,2164,0,0,105,5,8
0,21,78,2084,0,1,94,6,7
1,1,53,4131,0,1,48,4,9
0,1,49,4233,0,0,91,2,10
1,92,1211,3013,0,1,379,6,10
0,31,75,2114,0,0,57,5,11
0,131,85,5018,0,1,188,1,12
1,117,1398,4434,0,1,30,3,12
1,64,1622,5996,0,1,28,4,12
0,120,1436,5551,0,1,29,3,12
1,16,70,4201,0,0,358,4,15
1,20,50,4651,0,1,693,2,7
0,1,1334,3578,0,0,25,2,14
1,1,109,4393,0,0,73,1,7
0,43,88,4852,0,1,141,3,9
1,148,1361,4241,0,1,90,3,14
0,128,1037,3848,0,1,24,5,13
0,17,67,1811,0,0,77,5,7
1,143,1242,4279,0,1,39,4,12
1,123,1250,3930,0,1,44,3,12
1,77,45,2628,0,0,115,3,9
0,123,62,5692,0,0,125,3,12
0,60,75,6033,0,0,125,4,12
0,102,77,2940,0,0,119,3,13
0,8,113,4618,0,1,650,2,14
0,24,2,2462,0,1,214,6,11
1,1,1280,2739,0,1,56,2,9
1,93,1137,4227,0,1,267,5,6
0,143,74,3038,0,0,194,2,8
1,54,52,4039,0,0,235,2,8
1,139,84,5947,0,0,193,2,9
1,95,85,3656,0,0,68,3,14
0,1,18,2303,0,0,158,5,11
0,85,2581,4540,0,0,26,4,6
0,86,1443,5703,0,0,48,4,7
0,1,88,6264,0,1,47,3,11
1,1,2211,6937,0,0,26,1,9
1,112,1501,1854,0,0,33,6,6
0,107,84,4066,0,0,193,2,10
0,1,1707,7095,0,0,60,3,12
0,25,110,1800,0,0,62,5,12
1,114,1212,3873,0,0,475,5,8
0,48,47,6194,0,1,137,4,11
0,58,1256,3015,0,0,53,3,6
0,9,53,6119,0,1,520,1,9
0,121,85,3980,0,0,173,1,7
1,99,102,3959,0,0,246,1,7
0,63,82,3212,0,0,284,1,9
0,117,62,6282,0,0,251,1,9
1,141,61,5557,0,0,222,1,7
1,51,34,2490,0,1,583,6,15
1,102,1340,5361,0,1,69,4,12
1,87,1466,4694,0,1,64,3,12
1,138,1426,6214,0,1,80,3,11
1,138,1499,3503,0,1,59,3,11
0,33,1185,4350,0,1,331,6,10
0,88,2304,3046,0,0,27,3,10
1,73,1479,3047,0,0,29,3,8
1,14,86,3490,0,1,632,2,12
0,1,1098,3809,0,1,507,5,12
1,18,74,4743,0,1,643,1,11
0,24,59,2014,0,1,54,6,11
1,1,52,2969,0,1,37,1,19
1,122,93,3178,0,1,51,3,17
0,27,15,1878,0,1,201,6,12
1,125,1223,4864,0,1,668,5,10
0,22,110,6495,0,1,658,3,15
0,107,953,2918,0,1,49,5,11
0,20,1349,4550,0,1,52,3,14
0,10,66,3468,0,1,574,1,11
0,11,76,4677,0,1,319,1,11
1,1,38,4457,0,0,152,1,6
1,119,44,3124,0,0,75,3,12
1,88,62,3986,0,0,70,4,11
0,94,104,3738,0,0,60,3,12
1,138,76,3863,0,0,59,3,12
1,62,48,2969,0,0,57,3,13
1,3,122,4724,0,1,455,1,6
1,28,2080,3266,0,1,53,4,9
0,51,61,4229,0,1,304,1,5
0,62,1066,2923,0,0,549,5,6
1,19,1045,3166,0,0,84,5,10
1,32,87,3646,0,1,255,2,6
0,1,61,2997,0,0,38,3,18
1,25,1118,4073,0,1,432,6,10
1,128,84,6666,0,1,290,1,16
0,49,65,2820,0,1,191,1,9
1,114,45,5059,0,0,270,2,14
1,61,54,3512,0,0,271,2,14
1,104,49,3628,0,0,185,2,14
0,148,1158,3919,0,0,171,5,11
0,47,1495,4867,0,1,45,3,9
0,33,1368,3974,0,1,36,3,11
0,20,1344,5843,0,1,35,4,12
0,34,1393,4454,0,1,36,3,11
0,146,1078,6620,0,1,63,6,13
0,60,42,4165,0,1,73,3,5
0,137,1134,3239,0,1,205,5,8
1,1,60,1675,0,0,51,5,12
1,35,65,4206,0,1,202,1,5
0,87,1591,4600,0,0,68,3,10
0,132,1677,4254,0,0,80,4,7
1,55,2062,3207,0,0,88,3,7
0,83,1077,4275,0,0,648,6,12
1,17,62,4713,0,0,592,2,6
0,30,66,3268,0,1,244,2,10
0,116,853,3202,0,1,212,5,10
1,1,801,2791,0,1,328,5,12
1,19,83,3369,0,1,189,1,9
0,20,71,5499,0,1,217,1,8
1,44,96,5642,0,1,306,1,8
1,145,1024,2983,0,0,319,6,12
0,2,48,4807,0,1,258,2,10
1,43,2556,3867,0,1,42,3,14
1,98,51,2628,0,0,422,2,11
0,55,62,5188,0,0,219,2,13
0,74,92,3734,0,0,251,2,12
0,120,1250,3154,0,0,37,3,14
1,116,64,3850,0,0,270,2,12
0,1,68,6748,0,0,73,3,8
0,16,71,4039,0,0,351,2,9
0,21,79,3020,0,0,358,2,9
0,1,957,2921,0,0,324,6,7
0,3,93,3147,0,1,169,1,14
0,70,952,4472,0,0,182,6,8
0,84,1479,2867,0,0,35,3,12
1,2,57,2962,0,1,195,1,8
0,4,78,6167,0,1,257,1,8
0,24,1212,3432,0,1,146,5,15
0,37,1845,3387,0,1,38,3,8
1,28,77,2759,0,1,202,2,12
0,25,74,4946,0,1,260,2,12
0,17,45,4165,0,1,210,2,11
0,21,79,3444,0,1,228,2,11
1,38,44,3040,0,1,232,2,11
1,38,63,4134,0,1,163,2,11
1,26,1000,4567,0,0,84,5,6
1,63,86,5296,0,0,308,1,12
0,80,57,5264,0,0,238,1,12
0,3,38,3604,0,1,378,3,8
1,2,62,3641,0,0,492,2,8
0,105,111,2595,0,0,67,4,11
0,34,1482,5007,0,1,73,4,8
1,29,1591,4304,0,1,57,4,8
0,4,105,3875,0,1,248,1,10
1,10,56,4223,0,1,168,2,11
0,25,102,4209,0,0,137,4,9
1,12,73,3101,0,1,162,2,13
0,87,782,2796,0,0,216,5,9
0,2,61,2746,0,0,362,1,14
1,108,796,3314,0,0,170,5,10
1,46,96,4031,0,0,79,3,18
0,19,80,5583,0,1,196,1,13
1,40,108,6307,0,1,197,1,11
0,18,98,3251,0,1,169,1,12
1,15,80,3192,0,1,168,1,12
1,10,105,3625,0,0,551,2,10
1,40,1582,5293,0,1,53,3,11
1,38,1497,3697,0,1,36,4,12
0,15,63,5067,0,0,358,1,10
1,105,1253,4187,0,0,47,4,11
0,43,1252,4503,0,1,26,3,9
1,119,1755,6149,0,0,87,4,14
1,83,256,3001,0,1,686,6,11
1,7,77,3426,0,1,237,1,11
0,20,1564,6155,0,1,57,4,11
0,96,1404,4529,0,1,21,3,14
1,130,36,2823,0,1,561,1,9
1,106,24,3629,0,1,693,1,9
1,26,61,4287,0,0,62,4,20
1,59,37,3465,0,1,570,1,10
0,2,66,4048,0,0,402,2,11
1,54,792,4122,0,0,246,5,11
0,86,698,6336,0,0,664,5,16
0,46,1223,5437,0,1,63,3,8
1,50,1553,5335,0,1,72,4,14
1,35,1905,3579,0,1,87,3,14
0,94,749,3413,0,1,705,5,12
1,111,655,5798,0,1,541,6,13
1,1,775,3740,0,0,223,5,12
0,1,40,5804,0,0,80,2,17
